Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
192.168.1.112-13.225.214.94-36808-443-6,192.168.1.112,36808,13.225.214.94,443,6,30/10/2023 10:00:05 AM,21525,13,10,737.0,6143.0,517.0,0.0,56.69230769230769,143.64387944692982,4104.0,0.0,614.3,1301.3929332321836,319628.3391405343,1068.5249709639954,978.4090909090908,1582.803439924626,5705.0,0.0,17734.0,1477.8333333333337,2071.061336756124,6700.0,1.0,17804.0,1978.2222222222224,2161.9112943052137,6402.0,0.0,0,0,0,0,424,328,603.9488966318235,464.5760743321719,0.0,4104.0,286.6666666666667,868.1157840361813,753625.0144927538,2,2,0,8,22,0,0,0,0.0,299.1304347826087,56.69230769230769,614.3,0,0,0,6880,8,516710,0,0,0,0,65535,133,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Host Discovery,1
192.168.1.214-185.199.108.133-58414-443-6,192.168.1.214,58414,185.199.108.133,443,6,30/10/2023 10:00:05 AM,3335,2,4,24.0,24.0,24.0,0.0,12.0,16.97056274847714,24.0,0.0,6.0,12.0,14392.8035982009,1799.1004497751126,667.0,1487.544453117284,3328.0,1.0,3.0,3.0,0.0,3.0,3.0,4.0,1.3333333333333333,0.5773502691896257,2.0,1.0,1,0,0,0,64,128,599.7001499250375,1199.400299850075,0.0,24.0,10.285714285714286,12.828539611796373,164.57142857142858,2,0,0,2,6,0,0,0,2.0,12.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,318,285,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Host Discovery,1
192.168.1.214-185.199.108.133-58414-443-6,192.168.1.214,58414,185.199.108.133,443,6,30/10/2023 10:00:05 AM,2,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,9.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Host Discovery,1
192.168.1.214-34.120.177.193-40700-443-6,192.168.1.214,40700,34.120.177.193,443,6,30/10/2023 10:00:05 AM,6844,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,3506.7212156633545,438.3401519579193,3422.0,4835.196169753612,6841.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,292.22676797194623,146.11338398597312,0.0,24.0,12.0,13.856406460551018,192.0,2,0,0,1,3,0,0,0,0.0,16.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,317,261,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Host Discovery,1
192.168.1.112-13.225.214.7-44846-443-6,192.168.1.112,44846,13.225.214.7,443,6,30/10/2023 10:00:05 AM,27456,19,15,736.0,34635.0,517.0,0.0,38.736842105263165,120.32633502515066,15048.0,0.0,2309.0,4076.6488513413633,1288279.4289044288,1238.3449883449882,832.0,1645.7830583038583,6189.0,1.0,23426.0,1301.4444444444446,2373.875813745312,8844.0,1.0,22634.0,1616.7142857142858,2172.7816424882794,6619.0,1.0,0,0,0,0,616,488,692.016317016317,546.3286713286712,0.0,15048.0,1010.6,2855.24453676141,8152421.36470588,2,2,0,10,33,0,0,0,0.0,1040.3235294117646,38.73684210526316,2309.0,0,0,0,35371,13,1946456,0,0,0,0,65535,133,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Host Discovery,1
192.168.1.112-13.225.214.59-36398-443-6,192.168.1.112,36398,13.225.214.59,443,6,30/10/2023 10:00:05 AM,24222,21,14,736.0,34635.0,517.0,0.0,35.04761904761905,114.74470627897227,16406.0,0.0,2473.928571428571,4570.359327134014,1460284.0393031128,1444.967385021881,712.4117647058822,1412.1330548874926,5307.0,1.0,21054.0,1052.7,1805.567270533295,6333.0,1.0,20258.0,1558.3076923076924,2006.0602094908727,5803.0,1.0,0,0,0,0,680,456,866.9804310131285,577.9869540087524,0.0,16406.0,982.527777777778,3036.7607035515525,9221915.57063492,2,2,0,10,34,0,0,0,0.0,1010.6,35.04761904761905,2473.928571428572,0,0,0,35371,12,2131939,0,0,0,0,65535,133,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Host Discovery,1
13.226.34.4-192.168.1.9-443-61118-6,13.226.34.4,443,192.168.1.9,61118,6,30/10/2023 10:00:07 AM,450,2,4,24.0,24.0,24.0,0.0,12.0,16.97056274847714,24.0,0.0,6.0,12.0,106666.66666666669,13333.333333333334,90.0,144.97758447429038,336.0,1.0,3.0,3.0,0.0,3.0,3.0,339.0,113.0,193.1243122965102,336.0,1.0,1,0,0,0,64,128,4444.444444444444,8888.888888888889,0.0,24.0,10.285714285714286,12.828539611796373,164.57142857142858,2,0,0,2,6,0,0,0,2.0,12.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,131,2048,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Host Discovery,1
192.168.1.45-23.197.193.219-37038-80-6,192.168.1.45,37038,23.197.193.219,80,6,30/10/2023 10:00:04 AM,3373609,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1856738584702613,1124536.3333333335,1940526.4987220173,3365263.0,3126.0,3368389.0,3368389.0,0.0,3368389.0,3368389.0,3370483.0,3370483.0,0.0,3370483.0,3370483.0,0,0,0,0,64,64,0.5928369292351306,0.5928369292351306,0.0,0.0,0.0,0.0,0.0,2,0,0,0,4,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,501,503,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Host Discovery,1
192.168.1.48-34.107.221.82-34184-80-6,192.168.1.48,34184,34.107.221.82,80,6,30/10/2023 10:00:06 AM,2481103,4,2,309.0,216.0,303.0,0.0,77.25,150.52657572668025,216.0,0.0,108.0,152.73506473629428,211.5994378306745,2.418279289493422,496220.6,1062614.5393186093,2396756.0,885.0,2481103.0,827034.3333333333,1392975.7760913623,2435323.0,1981.0,2439670.0,2439670.0,0.0,2439670.0,2439670.0,0,0,0,0,116,64,1.6121861929956152,0.8060930964978076,0.0,303.0,75.0,128.53404218338423,16521.0,1,0,1,2,5,0,0,0,0.0,87.5,77.25,108.0,0,0,0,0,0,0,4,309,2,216,501,294,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Host Discovery,1
17.248.199.69-192.168.1.249-443-60634-6,17.248.199.69,443,192.168.1.249,60634,6,30/10/2023 10:00:23 AM,837015,2,3,31.0,31.0,31.0,0.0,15.5,21.920310216782973,31.0,0.0,10.333333333333332,17.8978583448784,74.07274660549692,5.973608597217494,209253.75000000003,418440.16891416704,836914.0,3.0,3.0,3.0,0.0,3.0,3.0,98.0,49.0,65.05382386916237,95.0,3.0,1,0,0,0,64,108,2.3894434388869974,3.584165158330496,0.0,31.0,15.499999999999998,16.97939928266015,288.3,2,0,0,2,5,0,0,0,1.0,18.6,15.5,10.333333333333334,0,0,0,0,0,0,0,0,0,0,501,2048,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Host Discovery,1
